"Plot Title: G10091230_RSA_Robokelp_Apr15"
"#","Date Time, GMT+08:00","Max: X Accel, g (LGR S/N: 10091230)","Max: Y Accel, g (LGR S/N: 10091230)","Max: Z Accel, g (LGR S/N: 10091230)","End Of File (LGR S/N: 10091230)"
877,04/26/15 10:12:00 AM,0.975,0.050,-0.225,
878,04/26/15 10:14:00 AM,0.975,0.075,-0.225,
879,04/26/15 10:16:00 AM,0.975,0.125,-0.225,
880,04/26/15 10:18:00 AM,0.975,0.125,-0.200,
881,04/26/15 10:20:00 AM,0.975,0.100,-0.225,
882,04/26/15 10:22:00 AM,0.975,0.075,-0.175,
883,04/26/15 10:24:00 AM,0.975,0.075,-0.200,
884,04/26/15 10:26:00 AM,0.975,0.125,-0.200,
885,04/26/15 10:28:00 AM,0.975,0.125,-0.225,
886,04/26/15 10:30:00 AM,0.975,0.150,-0.225,
887,04/26/15 10:32:00 AM,0.975,0.100,-0.200,
888,04/26/15 10:34:00 AM,0.975,0.100,-0.200,
889,04/26/15 10:36:00 AM,0.975,0.125,-0.225,
890,04/26/15 10:38:00 AM,0.975,0.125,-0.225,
891,04/26/15 10:40:00 AM,0.975,0.100,-0.225,
892,04/26/15 10:42:00 AM,0.975,0.100,-0.250,
893,04/26/15 10:44:00 AM,0.975,0.075,-0.225,
894,04/26/15 10:46:00 AM,0.975,0.100,-0.225,
895,04/26/15 10:48:00 AM,0.975,0.100,-0.225,
896,04/26/15 10:50:00 AM,0.975,0.150,-0.225,
897,04/26/15 10:52:00 AM,0.975,0.100,-0.225,
898,04/26/15 10:54:00 AM,0.975,0.125,-0.225,
899,04/26/15 10:56:00 AM,0.975,0.025,-0.250,
900,04/26/15 10:56:05 AM,,,,Logged
